Cmpd_ID,SMILES,Affinity
CatS_438,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)C(=O)N)CNC6CCCC6)Cl,0.01
CatS_439,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)N)CNC6CC6)Cl,0.03
CatS_440,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC6CCCC6)Cl)Cl)C1,0.04
CatS_441,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)C(=O)NCC6CNC6)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.03
CatS_442,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNC6CCCC6)Cl,0.025
CatS_443,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)C(=O)N)CNC6CC6)Cl,0.025
CatS_444,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)C(=O)C(=O)N)CN6CCOCC6)Cl,0.025
CatS_445,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC6CC6)Cl)Cl)C1,0.045
CatS_446,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(c(c5)CN6CCOCC6)Cl)Cl)C1,0.075
CatS_447,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CNC6CC6)Cl,0.04
CatS_448,c1cc(c(cc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)CN6CCOCC6)Cl,0.04
CatS_449,CCCNCc1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCOC[C@@H]5C)CCN(C4)C(=O)C(=O)N,0.02
CatS_450,c1cc(ccc1C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N)C(=O)NCCN6CCOCC6,0.045
CatS_451,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)C(=O)NC[C@@H]6CCCN6)Cl)CN(CC3)C(=O)C(=O)N,0.03
CatS_452,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc(cc5)C(=O)NC[C@@H]6CCCN6)Cl)C1,0.1
CatS_453,CNCCCNC(=O)c1ccc(cc1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N,0.075
CatS_454,CNCCCNC(=O)c1ccc(cc1)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)S(=O)(=O)C,0.06
CatS_455,CN(C)Cc1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCSCC5)CCN(C4)C(=O)N,0.03
CatS_456,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CN(C)C)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.012
CatS_457,CN(C)Cc1cc(ccc1Cl)C#Cc2cc(ccc2Cl)c3c4c(n(n3)CCCN5CCCCC5)CCN(C4)S(=O)(=O)C,0.04
CatS_458,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CO)Cl)CN(CC3)C(=O)C(=O)N,0.02
CatS_459,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(c(c5)CNC(C)C)Cl)Cl)CN(CC3)C(=O)C(=O)N,0.02
