,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
2729,419768,17783011,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CC3)c4ncc(Cl)cc4F)C(=O)NC5(CC5)C#N,,,CHEMBL3886859,,2016,"{'bei': '16.18', 'le': '0.34', 'lle': '6.23', 'sei': '7.27'}",CHEMBL4114586,,CHEMBL4114586,9.41,False,http://www.openphacts.org/units/Nanomolar,2889758,=,37,True,=,,IC50,nM,,0.393,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,0.393
2730,419769,17783012,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccc5Cl,,,CHEMBL3886859,,2016,"{'bei': '17.05', 'le': '0.36', 'lle': '6.23', 'sei': '7.82'}",CHEMBL4109015,,CHEMBL4109015,9.4,False,http://www.openphacts.org/units/Nanomolar,2889759,=,37,True,=,,IC50,nM,,0.398,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,0.398
2731,419770,17783013,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccc(OCC(F)(F)F)cc5Cl,,,CHEMBL3886859,,2016,"{'bei': '14.12', 'le': '0.3', 'lle': '5.05', 'sei': '7.08'}",CHEMBL4112900,,CHEMBL4112900,9.17,False,http://www.openphacts.org/units/Nanomolar,2889760,=,37,True,=,,IC50,nM,,0.675,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,0.675
2732,419771,17783014,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CC3)c4ncc(Br)cc4F)C(=O)NC5(CC5)C#N,,,CHEMBL3886859,,2016,"{'bei': '14.59', 'le': '0.33', 'lle': '5.84', 'sei': '7.06'}",CHEMBL4112501,,CHEMBL4112501,9.13,False,http://www.openphacts.org/units/Nanomolar,2889761,=,37,True,=,,IC50,nM,,0.734,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,0.734
2733,419772,17783015,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Br)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccc5Cl,,,CHEMBL3886859,,2016,"{'bei': '15.71', 'le': '0.36', 'lle': '6.08', 'sei': '7.78'}",CHEMBL4110952,,CHEMBL4110952,9.36,False,http://www.openphacts.org/units/Nanomolar,2889762,=,37,True,=,,IC50,nM,,0.438,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,0.438
2734,419773,17783016,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(cc1)c2cccc(S[C@@H]3C[C@H](N(C3)C(=O)C4(CC4)c5ncc(Cl)cc5F)C(=O)NC6(CC6)C#N)c2,,,CHEMBL3886859,,2016,"{'bei': '13.69', 'le': '0.27', 'lle': '2.28', 'sei': '9.21'}",CHEMBL4109850,,CHEMBL4109850,7.93,False,http://www.openphacts.org/units/Nanomolar,2889763,=,37,True,=,,IC50,nM,,11.79,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,11.785
2735,419774,17783017,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)Sc5ncccc5Cl,,,CHEMBL3886859,,2016,"{'bei': '11.56', 'le': '0.24', 'lle': '2.13', 'sei': '6.08'}",CHEMBL4109473,,CHEMBL4109473,6.02,False,http://www.openphacts.org/units/Nanomolar,2889764,=,37,True,=,,IC50,nM,,963.65,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,963.65
2736,419775,17783018,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(c(Cl)c1)S(=O)(=O)[C@@H]2C[C@H](N(C2)C(=O)C3(CC3)c4ccc(Cl)cc4F)C(=O)NC5(CC5)C#N,,,CHEMBL3886859,,2016,"{'bei': '16.22', 'le': '0.34', 'lle': '5.3', 'sei': '8.59'}",CHEMBL4107778,,CHEMBL4107778,9.22,False,http://www.openphacts.org/units/Nanomolar,2889765,=,37,True,=,,IC50,nM,,0.602,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,0.602
2737,419776,17783019,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)Sc5ccccn5,,,CHEMBL3886859,,2016,"{'bei': '12.81', 'le': '0.26', 'lle': '3', 'sei': '6.29'}",CHEMBL4114650,,CHEMBL4114650,6.23,False,http://www.openphacts.org/units/Nanomolar,2889766,=,37,True,=,,IC50,nM,,594.1,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,594.1
2738,419777,17783020,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(cc1)c2cccc(c2)S(=O)(=O)[C@@H]3C[C@H](N(C3)C(=O)C4(CC4)c5ncc(Cl)cc5F)C(=O)NC6(CC6)C#N,,,CHEMBL3886859,,2016,"{'bei': '14.91', 'le': '0.3', 'lle': '4.78', 'sei': '7.58'}",CHEMBL4114577,,CHEMBL4114577,9.11,False,http://www.openphacts.org/units/Nanomolar,2889767,=,37,True,=,,IC50,nM,,0.77,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,0.77
2739,419778,17783021,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ncccc5Cl,,,CHEMBL3886859,,2016,"{'bei': '15.47', 'le': '0.32', 'lle': '5.98', 'sei': '6.42'}",CHEMBL4109577,,CHEMBL4109577,8.55,False,http://www.openphacts.org/units/Nanomolar,2889768,=,37,True,=,,IC50,nM,,2.844,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,2.844
2740,419779,17783022,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1ccc(c(Cl)c1)S(=O)(=O)C2C[C@H](N(C2)C(=O)C3(CC3)c4ncc(Cl)cc4F)C(=O)NC5(CC5)C#N,,,CHEMBL3886859,,2016,"{'bei': '13.97', 'le': '0.29', 'lle': '4.65', 'sei': '6.62'}",CHEMBL3934610,,CHEMBL3934610,7.96,False,http://www.openphacts.org/units/Nanomolar,2889769,=,37,True,=,,IC50,nM,,11.07,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,11.075
2741,419780,17783023,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)Sc5ncc(cc5Cl)C(F)(F)F,,,CHEMBL3886859,,2016,"{'bei': '10.17', 'le': '0.22', 'lle': '1.08', 'sei': '6.05'}",CHEMBL4110407,,CHEMBL4110407,5.99,False,http://www.openphacts.org/units/Nanomolar,2889770,=,37,True,=,,IC50,nM,,1031,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,1031
2742,419781,17783024,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)Sc5ccc(Cl)cn5,,,CHEMBL3886859,,2016,"{'bei': '12.64', 'le': '0.26', 'lle': '2.69', 'sei': '6.65'}",CHEMBL4107261,,CHEMBL4107261,6.58,False,http://www.openphacts.org/units/Nanomolar,2889771,=,37,True,=,,IC50,nM,,263.5,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,263.5
2743,419782,17783025,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccccn5,,,CHEMBL3886859,,2016,"{'bei': '16.16', 'le': '0.33', 'lle': '6.45', 'sei': '6.29'}",CHEMBL4112764,,CHEMBL4112764,8.37,False,http://www.openphacts.org/units/Nanomolar,2889772,=,37,True,=,,IC50,nM,,4.24,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,4.24
2744,419783,17783026,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Cc1cccc(S[C@@H]2C[C@H](N(C2)C(=O)C3(CC3)c4ncc(Cl)cc4F)C(=O)NC5(CC5)C#N)n1,,,CHEMBL3886859,,2016,"{'bei': '13.79', 'le': '0.28', 'lle': '3.36', 'sei': '6.97'}",CHEMBL4107262,,CHEMBL4107262,6.9,False,http://www.openphacts.org/units/Nanomolar,2889773,=,37,True,=,,IC50,nM,,127.15,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,127.15
2745,419784,17783027,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)Sc5ccc(cn5)C(F)(F)F,,,CHEMBL3886859,,2016,"{'bei': '11.56', 'le': '0.24', 'lle': '2.16', 'sei': '6.47'}",CHEMBL4109132,,CHEMBL4109132,6.41,False,http://www.openphacts.org/units/Nanomolar,2889774,=,37,True,=,,IC50,nM,,392.6,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,392.6
2746,419785,17783028,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)Sc5ncccc5C(F)(F)F,,,CHEMBL3886859,,2016,"{'bei': '11.84', 'le': '0.24', 'lle': '2.31', 'sei': '6.63'}",CHEMBL4110522,,CHEMBL4110522,6.56,False,http://www.openphacts.org/units/Nanomolar,2889775,=,37,True,=,,IC50,nM,,274.55,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,274.55
2747,419786,17783029,[],CHEMBL3888847,"Enzyme Inhibition Assay: Enzyme activity is measured by observing the increase in fluorescence intensity caused by cleavage of a peptide substrate containing a fluorophore whose emission is quenched in the intact peptide.Assay buffer: 100 mM potassium phosphate pH 6.5, EDTA-Na 5 mM, Triton X-100 0.001%, DTT 5 mM.Enzymes (all at 1 nM): human and mouse Cathepsin S, Cat K, Cat B, Cat L.Substrate (20 μM): Z-Val-Val-Arg-AMC, except for Cat K which uses Z-Leu-Arg-AMC (both from Bachem).Z=Benzyloxycarbonyl.AMC=7-Amino-4-Methyl-Coumarin.DTT=dithiothreitol.Final volume: 100 μL.Excitation 360 nm, Emission 465 nm.Enzyme is added to the substance dilutions in 96-well microtitre plates and the reaction is started with substrate. Fluorescence emission is measured over 20 minutes, during which time a linear increase is observed in the absence of inhibitor.",B,BAO_0000190,BAO_0000357,single protein format,Fc1cc(Cl)cnc1C2(CC2)C(=O)N3C[C@@H](C[C@H]3C(=O)NC4(CC4)C#N)S(=O)(=O)c5ccc(Cl)cn5,,,CHEMBL3886859,,2016,"{'bei': '15.43', 'le': '0.32', 'lle': '5.95', 'sei': '6.4'}",CHEMBL4108354,,CHEMBL4108354,8.52,False,http://www.openphacts.org/units/Nanomolar,2889776,=,37,True,=,,IC50,nM,,2.996,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,2.996
